"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/01/2010","91","PM2.5","Concord","06-013-0002","AQS"
"01/02/2010","64","PM2.5","Concord","06-013-0002","AQS"
"01/03/2010","65","PM2.5","Concord","06-013-0002","AQS"
"01/04/2010","96","PM2.5","San Rafael","06-041-0001","AQS"
"01/05/2010","103","PM2.5","San Francisco","06-075-0005","AQS"
"01/06/2010","115","PM2.5","San Francisco","06-075-0005","AQS"
"01/07/2010","125","PM2.5","San Francisco","06-075-0005","AQS"
"01/08/2010","128","PM2.5","San Rafael","06-041-0001","AQS"
"01/09/2010","77","PM2.5","San Rafael","06-041-0001","AQS"
"01/10/2010","79","PM2.5","San Rafael","06-041-0001","AQS"
"01/11/2010","91","PM2.5","San Rafael","06-041-0001","AQS"
"01/12/2010","34","Ozone","San Francisco","06-075-0005","AQS"
"01/13/2010","46","PM2.5","San Francisco","06-075-0005","AQS"
"01/14/2010","60","PM2.5","San Francisco","06-075-0005","AQS"
"01/15/2010","77","PM2.5","San Francisco","06-075-0005","AQS"
"01/16/2010","103","PM2.5","Concord","06-013-0002","AQS"
"01/17/2010","45","PM2.5","Concord","06-013-0002","AQS"
"01/18/2010","36","Ozone","San Francisco","06-075-0005","AQS"
"01/19/2010","47","PM2.5","San Francisco","06-075-0005","AQS"
"01/20/2010","40","Ozone","San Rafael","06-041-0001","AQS"
"01/21/2010","41","NO2","San Francisco","06-075-0005","AQS"
"01/22/2010","38","NO2","San Rafael","06-041-0001","AQS"
"01/23/2010","45","PM2.5","Livermore","06-001-0007","AQS"
"01/24/2010","62","PM2.5","Concord","06-013-0002","AQS"
"01/25/2010","37","PM2.5","Concord","06-013-0002","AQS"
"01/26/2010","48","PM2.5","Concord","06-013-0002","AQS"
"01/27/2010","57","PM2.5","Fremont - Chapel Way","06-001-1001","AQS"
"01/28/2010","71","PM2.5","San Francisco","06-075-0005","AQS"
"01/29/2010","74","PM2.5","Concord","06-013-0002","AQS"
"01/30/2010","43","PM2.5","San Francisco","06-075-0005","AQS"
"01/31/2010","54","PM2.5","Oakland West","06-001-0011","AQS"
"02/01/2010","64","PM2.5","Berkeley","06-001-2004","AQS"
"02/02/2010","60","PM2.5","Redwood City","06-081-1001","AQS"
"02/03/2010","51","PM2.5","San Francisco","06-075-0005","AQS"
"02/04/2010","40","PM2.5","San Francisco","06-075-0005","AQS"
"02/05/2010","42","NO2","Berkeley","06-001-2004","AQS"
"02/06/2010","35","PM2.5","San Rafael","06-041-0001","AQS"
"02/07/2010","35","PM2.5","Redwood City","06-081-1001","AQS"
"02/08/2010","39","PM2.5","San Francisco","06-075-0005","AQS"
"02/09/2010","35","Ozone","Bethel Island","06-013-1002","AQS"
"02/10/2010","36","PM2.5","San Francisco","06-075-0005","AQS"
"02/11/2010","35","PM2.5","San Francisco","06-075-0005","AQS"
"02/12/2010","31","NO2","Livermore","06-001-0007","AQS"
"02/13/2010","54","PM2.5","San Francisco","06-075-0005","AQS"
"02/14/2010","64","PM2.5","Fremont - Chapel Way","06-001-1001","AQS"
"02/15/2010","59","PM2.5","San Francisco","06-075-0005","AQS"
"02/16/2010","62","PM2.5","Oakland West","06-001-0011","AQS"
"02/17/2010","62","PM2.5","Livermore","06-001-0007","AQS"
"02/18/2010","85","PM2.5","Livermore","06-001-0007","AQS"
"02/19/2010","45","PM2.5","San Francisco","06-075-0005","AQS"
"02/20/2010","34","Ozone","Bethel Island","06-013-1002","AQS"
"02/21/2010","32","Ozone","Livermore","06-001-0007","AQS"
"02/22/2010","45","PM2.5","Oakland West","06-001-0011","AQS"
"02/23/2010","41","PM2.5","San Francisco","06-075-0005","AQS"
"02/24/2010","34","Ozone","Bethel Island","06-013-1002","AQS"
"02/25/2010","47","PM2.5","San Francisco","06-075-0005","AQS"
"02/26/2010","35","NO2","San Francisco","06-075-0005","AQS"
"02/27/2010","34","PM2.5","San Francisco","06-075-0005","AQS"
"02/28/2010","53","PM2.5","San Francisco","06-075-0005","AQS"
"03/01/2010","46","PM2.5","Fremont - Chapel Way","06-001-1001","AQS"
"03/02/2010","38","Ozone","Livermore","06-001-0007","AQS"
"03/03/2010","40","Ozone","Livermore","06-001-0007","AQS"
"03/04/2010","47","NO2","San Francisco","06-075-0005","AQS"
"03/05/2010","35","PM2.5","San Francisco","06-075-0005","AQS"
"03/06/2010","43","PM2.5","San Francisco","06-075-0005","AQS"
"03/07/2010","48","PM2.5","San Francisco","06-075-0005","AQS"
"03/08/2010","40","Ozone","Livermore","06-001-0007","AQS"
"03/09/2010","38","Ozone","San Francisco","06-075-0005","AQS"
"03/10/2010","39","Ozone","Bethel Island","06-013-1002","AQS"
"03/11/2010","46","PM2.5","San Francisco","06-075-0005","AQS"
"03/12/2010","44","PM2.5","San Francisco","06-075-0005","AQS"
"03/13/2010","38","Ozone","Bethel Island","06-013-1002","AQS"
"03/14/2010","38","Ozone","Bethel Island","06-013-1002","AQS"
"03/15/2010","52","NO2","San Francisco","06-075-0005","AQS"
"03/16/2010","68","PM2.5","San Francisco","06-075-0005","AQS"
"03/17/2010","64","PM2.5","San Francisco","06-075-0005","AQS"
"03/18/2010","62","PM2.5","San Francisco","06-075-0005","AQS"
"03/19/2010","56","NO2","Oakland West","06-001-0011","AQS"
"03/20/2010","57","PM2.5","San Francisco","06-075-0005","AQS"
"03/21/2010","51","PM2.5","San Francisco","06-075-0005","AQS"
"03/22/2010","44","Ozone","Bethel Island","06-013-1002","AQS"
"03/23/2010","53","PM2.5","San Francisco","06-075-0005","AQS"
"03/24/2010","50","PM2.5","San Francisco","06-075-0005","AQS"
"03/25/2010","40","Ozone","Bethel Island","06-013-1002","AQS"
"03/26/2010","43","Ozone","Bethel Island","06-013-1002","AQS"
"03/27/2010","48","PM2.5","Oakland West","06-001-0011","AQS"
"03/28/2010","54","PM2.5","San Francisco","06-075-0005","AQS"
"03/29/2010","38","PM2.5","Oakland West","06-001-0011","AQS"
"03/30/2010","47","Ozone","Bethel Island","06-013-1002","AQS"
"03/31/2010","43","Ozone","Bethel Island","06-013-1002","AQS"
"04/01/2010","42","Ozone","Bethel Island","06-013-1002","AQS"
"04/02/2010","40","PM2.5","San Francisco","06-075-0005","AQS"
"04/03/2010","46","PM2.5","San Rafael","06-041-0001","AQS"
"04/04/2010","40","Ozone","Livermore","06-001-0007","AQS"
"04/05/2010","46","Ozone","Bethel Island","06-013-1002","AQS"
"04/06/2010","45","NO2","San Francisco","06-075-0005","AQS"
"04/07/2010","48","PM2.5","San Francisco","06-075-0005","AQS"
"04/08/2010","59","PM2.5","San Francisco","06-075-0005","AQS"
"04/09/2010","58","PM2.5","San Francisco","06-075-0005","AQS"
"04/10/2010","56","PM2.5","San Francisco","06-075-0005","AQS"
"04/11/2010","47","Ozone","San Francisco","06-075-0005","AQS"
"04/12/2010","44","Ozone","Redwood City","06-081-1001","AQS"
"04/13/2010","53","PM2.5","San Francisco","06-075-0005","AQS"
"04/14/2010","48","PM2.5","San Francisco","06-075-0005","AQS"
"04/15/2010","44","Ozone","Bethel Island","06-013-1002","AQS"
"04/16/2010","42","Ozone","Bethel Island","06-013-1002","AQS"
"04/17/2010","43","Ozone","Bethel Island","06-013-1002","AQS"
"04/18/2010","50","Ozone","Bethel Island","06-013-1002","AQS"
"04/19/2010","47","PM2.5","San Francisco","06-075-0005","AQS"
"04/20/2010","44","Ozone","Bethel Island","06-013-1002","AQS"
"04/21/2010","44","PM2.5","San Francisco","06-075-0005","AQS"
"04/22/2010","59","PM2.5","San Francisco","06-075-0005","AQS"
