"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"04/27/2018","67","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"04/28/2018","58","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"04/29/2018","58","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"04/30/2018","67","Ozone","Percy Priest Dam","47-037-0026","AQS"
"05/01/2018","77","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"05/02/2018","58","PM2.5","Lockeland","47-037-0023","AQS"
"05/03/2018","53","PM2.5","Lockeland","47-037-0023","AQS"
"05/04/2018","53","PM2.5","Lockeland","47-037-0023","AQS"
"05/05/2018","34","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/06/2018","51","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"05/07/2018","64","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"05/08/2018","87","Ozone","Percy Priest Dam","47-037-0026","AQS"
"05/09/2018","64","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"05/10/2018","71","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"05/11/2018","61","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/12/2018","64","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"05/13/2018","59","PM2.5","Lockeland","47-037-0023","AQS"
"05/14/2018","74","Ozone","Percy Priest Dam","47-037-0026","AQS"
"05/15/2018","71","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/16/2018","58","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/17/2018","45","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/18/2018","47","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/19/2018","47","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"05/20/2018","58","Ozone","Percy Priest Dam","47-037-0026","AQS"
"05/21/2018","43","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/22/2018","39","Ozone","East Health","47-037-0011","AQS"
"05/23/2018","71","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/24/2018","74","Ozone","East Health","47-037-0011","AQS"
"05/25/2018","77","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/26/2018","38","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/27/2018","45","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/28/2018","31","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"05/29/2018","21","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/30/2018","38","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"05/31/2018","43","PM2.5","Near Road","47-037-0040","AQS"
"06/01/2018","42","Ozone","Percy Priest Dam","47-037-0026","AQS"
"06/02/2018","51","PM2.5","Lockeland","47-037-0023","AQS"
"06/03/2018","48","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"06/04/2018","54","Ozone","Percy Priest Dam","47-037-0026","AQS"
"06/05/2018","87","Ozone","Percy Priest Dam","47-037-0026","AQS"
"06/06/2018","119","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"06/07/2018","108","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"06/08/2018","151","Ozone","East Health","47-037-0011","AQS"
"06/09/2018","100","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"06/10/2018","47","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"06/11/2018","51","PM2.5","Lockeland","47-037-0023","AQS"
"06/12/2018","59","PM2.5","Lockeland","47-037-0023","AQS"
"06/13/2018","44","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"06/14/2018","80","Ozone","Percy Priest Dam","47-037-0026","AQS"
"06/15/2018","68","PM2.5","Lockeland","47-037-0023","AQS"
"06/16/2018","71","Ozone","East Health","47-037-0011","AQS"
"06/17/2018","74","Ozone","Percy Priest Dam","47-037-0026","AQS"
"06/18/2018","52","PM2.5","Lockeland","47-037-0023","AQS"
"06/19/2018","68","PM2.5","Lockeland","47-037-0023","AQS"
"06/20/2018","54","PM2.5","Lockeland","47-037-0023","AQS"
"06/21/2018","36","PM2.5","Lockeland","47-037-0023","AQS"
"06/22/2018","38","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"06/23/2018","38","PM2.5","Lockeland","47-037-0023","AQS"
"06/24/2018","43","PM2.5","Lockeland","47-037-0023","AQS"
"06/25/2018","35","PM2.5","Lockeland","47-037-0023","AQS"
"06/26/2018","35","PM2.5","Columbia Pm 2.5","47-119-2007","AQS"
"06/27/2018","38","PM2.5","Columbia Pm 2.5","47-119-2007","AQS"
"06/28/2018","40","PM2.5","Lockeland","47-037-0023","AQS"
"06/29/2018","48","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"06/30/2018","58","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"07/01/2018","48","PM2.5","Lockeland","47-037-0023","AQS"
"07/02/2018","43","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"07/03/2018","41","PM2.5","Lockeland","47-037-0023","AQS"
"07/04/2018","64","PM2.5","Lockeland","47-037-0023","AQS"
"07/05/2018","64","PM2.5","Near Road","47-037-0040","AQS"
"07/06/2018","38","PM2.5","Lockeland","47-037-0023","AQS"
"07/07/2018","41","PM2.5","Lockeland","47-037-0023","AQS"
"07/08/2018","39","PM2.5","Lockeland","47-037-0023","AQS"
"07/09/2018","58","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"07/10/2018","51","PM2.5","Near Road","47-037-0040","AQS"
"07/11/2018","64","Ozone","Cedars of Lebanon Ozone Monitor","47-189-0103","AQS"
"07/12/2018","74","Ozone","East Health","47-037-0011","AQS"
"07/13/2018","90","Ozone","Percy Priest Dam","47-037-0026","AQS"
"07/14/2018","74","PM2.5","Lockeland","47-037-0023","AQS"
"07/15/2018","49","PM2.5","Lockeland","47-037-0023","AQS"
"07/16/2018","52","PM2.5","Lockeland","47-037-0023","AQS"
"07/17/2018","46","Ozone","Percy Priest Dam","47-037-0026","AQS"
"07/18/2018","77","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"07/19/2018","101","Ozone","East Health","47-037-0011","AQS"
"07/20/2018","56","PM2.5","Lockeland","47-037-0023","AQS"
"07/21/2018","47","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"07/22/2018","39","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"07/23/2018","43","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"07/24/2018","59","PM2.5","Lockeland","47-037-0023","AQS"
"07/25/2018","65","PM2.5","Lockeland","47-037-0023","AQS"
"07/26/2018","93","Ozone","Percy Priest Dam","47-037-0026","AQS"
"07/27/2018","45","Ozone","Percy Priest Dam","47-037-0026","AQS"
"07/28/2018","43","Ozone","Percy Priest Dam","47-037-0026","AQS"
"07/29/2018","48","Ozone","Percy Priest Dam","47-037-0026","AQS"
"07/30/2018","49","PM2.5","Lockeland","47-037-0023","AQS"
"07/31/2018","56","PM2.5","Lockeland","47-037-0023","AQS"
"08/01/2018","54","PM2.5","Lockeland","47-037-0023","AQS"
"08/02/2018","51","PM2.5","Lockeland","47-037-0023","AQS"
"08/03/2018","93","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"08/04/2018","51","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"08/05/2018","38","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"08/06/2018","44","Ozone","East Health","47-037-0011","AQS"
"08/07/2018","36","PM2.5","Near Road","47-037-0040","AQS"
"08/08/2018","39","Ozone","Percy Priest Dam","47-037-0026","AQS"
"08/09/2018","40","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"08/10/2018","43","PM2.5","Lockeland","47-037-0023","AQS"
"08/11/2018","71","Ozone","Percy Priest Dam","47-037-0026","AQS"
"08/12/2018","58","PM2.5","Lockeland","47-037-0023","AQS"
"08/13/2018","62","PM2.5","Lockeland","47-037-0023","AQS"
"08/14/2018","101","Ozone","Percy Priest Dam","47-037-0026","AQS"
"08/15/2018","82","PM2.5","Lockeland","47-037-0023","AQS"
"08/16/2018","65","PM2.5","Lockeland","47-037-0023","AQS"
"08/17/2018","47","PM2.5","Lockeland","47-037-0023","AQS"
"08/18/2018","64","Ozone","East Health","47-037-0011","AQS"
"08/19/2018","51","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"08/20/2018","38","PM2.5","Lockeland","47-037-0023","AQS"
"08/21/2018","32","PM2.5","Lockeland","47-037-0023","AQS"
